"week_end","behavior_hypothesis","volume_price_state","price_position_52w","volume_ratio_52w","accumulation_52w","next_week_return","next_4w_return","event_tag","event_summary","event_confidence"
"2022-12-23","low_price_high_volume_possible_accumulation_or_panic","mid_low__extreme_volume__down","0.28465979217263215","1.3213343535511575","0.22986338325135788","-0.005364919335626661","0.012131769279881022","unannotated_needs_research","",""
"2022-02-04","low_price_high_volume_possible_accumulation_or_panic","low__extreme_volume__up","0.19104028593257258","1.2619817489401453","0.21193268071350446","0.00933272934866225","-0.05300730794726971","unannotated_needs_research","",""
"2021-05-14","extreme_volume_context_needed","mid_high__warm_volume__down","0.5","1.1710594117983855","0.08552970589919273","0.00830921858236966","0.030773591240995435","unannotated_needs_research","",""
"2022-07-01","low_price_high_volume_possible_accumulation_or_panic","low__warm_volume__down","0.14480061904306885","1.2275459146782357","0.19459712537210586","0.0224236012094563","0.07194815469998406","unannotated_needs_research","",""
"2021-03-19","extreme_volume_context_needed","mid_high__extreme_volume__up","0.5","1.4400725477354022","0.22003627386770108","-0.02065483912654542","-0.0036479530613032773","unannotated_needs_research","",""
"2022-06-17","low_price_high_volume_possible_accumulation_or_panic","low__warm_volume__down","0.14993058248880067","1.2205119224819776","0.18745044149852944","0.020373993760351317","0.031794091591880846","unannotated_needs_research","",""
"2023-11-10","high_price_high_volume_breakout_or_distribution","high__extreme_volume__down","0.8528277094706184","1.5718054054054054","0.08415391125059517","0.031229629229328815","-0.007990945744165034","unannotated_needs_research","",""
"2024-08-02","extreme_volume_context_needed","mid_high__extreme_volume__down","0.48220559094576987","1.4317328474583773","0.22354885461901053","-0.024636797299893876","0.07624820034698154","unannotated_needs_research","",""
"2021-10-01","extreme_volume_context_needed","high__extreme_volume__down","0.7701716886528104","1.3929475323663973","0.09031046781181423","-0.025099170799000592","0.004227162910520832","unannotated_needs_research","",""
"2022-03-18","low_price_high_volume_possible_accumulation_or_panic","mid_low__extreme_volume__up","0.311891659968486","1.3198174038450077","0.22006902287297658","0.04929320475349286","0.009906278760209108","unannotated_needs_research","",""
"2023-10-06","extreme_volume_context_needed","mid_high__extreme_volume__down","0.6493366079384599","1.4402911081145395","0.1543939734659787","0.0426305555116413","0.03081884724050954","unannotated_needs_research","",""
"2023-05-12","high_price_high_volume_breakout_or_distribution","high__extreme_volume__up","1.0","1.2887408788161214","0.0","0.04832024989536654","0.09789167798069287","unannotated_needs_research","",""
"2021-10-29","extreme_volume_context_needed","high__extreme_volume__up","0.7863382835388385","1.39846966012219","0.08513771153940275","0.024881033922421247","-0.0048825498768027","unannotated_needs_research","",""
"2024-02-09","high_price_high_volume_breakout_or_distribution","high__extreme_volume__up","1.0","1.578727207879986","0.0","0.0430875654720575","0.07565623829525214","unannotated_needs_research","",""
"2021-03-12","extreme_volume_context_needed","mid_high__extreme_volume__up","0.5","1.372804441834392","0.18640222091719605","0.002497490563745597","0.001690231083494309","unannotated_needs_research","",""
"2021-01-29","extreme_volume_context_needed","mid_high__extreme_volume__down","0.5","1.2958408543922983","0.14792042719614917","0.04033489749448638","0.04708822743705676","unannotated_needs_research","",""
"2021-10-08","extreme_volume_context_needed","mid_high__extreme_volume__down","0.6741810360870512","1.3411919585972836","0.11116681044559668","0.03635395847401024","0.055710839696615944","unannotated_needs_research","",""
"2021-09-10","extreme_volume_context_needed","mid_high__warm_volume__up","0.5","1.24966954358137","0.12483477179068503","0.00389081108978262","-0.07678600111119016","unannotated_needs_research","",""
"2023-07-28","high_price_high_volume_breakout_or_distribution","high__extreme_volume__up","0.8781225583643436","1.4916444319618032","0.05992036556192011","-0.01729222573302236","-0.03464519770458585","unannotated_needs_research","",""
"2020-12-04","extreme_volume_context_needed","mid_high__extreme_volume__up","0.5","1.3661843214386062","0.18309216071930312","-0.0036902962255207505","0.025902724509218933","unannotated_needs_research","",""
"2023-11-02","extreme_volume_context_needed","high__extreme_volume__up","0.7728740609112763","1.446451650519401","0.10140075038192961","0.01934967538229393","0.04637324259958331","unannotated_needs_research","",""
"2022-06-03","extreme_volume_context_needed","mid_high__extreme_volume__up","0.4869137218090898","1.3606181721289636","0.185028235785659","0.002259238220316817","-0.06577257698321815","unannotated_needs_research","",""
"2023-06-02","high_price_high_volume_breakout_or_distribution","high__extreme_volume__up","1.0","1.5262982783608054","0.0","0.02350415014233498","0.052810822916474986","unannotated_needs_research","",""
"2022-05-20","low_price_high_volume_possible_accumulation_or_panic","mid_low__warm_volume__up","0.2953288853664888","1.2062276641518157","0.14532267796612536","0.0015950466415572961","-0.02902236917345169","unannotated_needs_research","",""
"2025-02-07","extreme_volume_context_needed","mid_high__extreme_volume__up","0.6101549220848304","1.3098954148478776","0.12081120214692467","0.009343589685415488","-0.04898159229556687","unannotated_needs_research","",""
"2024-05-17","extreme_volume_context_needed","high__extreme_volume__up","0.7915641542527437","1.42528220541309","0.08864405616653578","-0.003642164023452854","0.0007007433861219159","unannotated_needs_research","",""
"2026-01-09","high_price_high_volume_breakout_or_distribution","high__warm_volume__up","0.9749571863234209","1.1496150729335495","0.003746782394682676","0.0384344287213545","0.04454745668502569","unannotated_needs_research","",""
